key;en-us;zh-cn;cs-cz;de-de;fr-fr;pt-br;ja-jp;zh-tw;gl-es;pl-pl;ru-ru
Install for current windows account;Install for current windows account;为当前 Windows 用户配置;Nainstalovat pro stávající účet ve Windows;Installieren Sie für das aktuelle Windows -Konto;Installer pour le compte Windows actuel;Instale para a conta atual do Windows;;為目前的 Windows 使用者設定;Instalar para a conta de Windows actual;Zainstaluj dla aktualnego użytkownika;Установить для текущей учетной записи Windows
Profile is saved in your Windows AppData folder;Profile is saved in your Windows AppData folder;配置文件保存在 Windows AppData 文件夹;Profil je ukládán do složky AppData ve vašem účtu;Das Profil wird in Ihrem Windows AppData -Ordner gespeichert;Le profil est enregistré dans votre dossier Windows AppData;O perfil é salvo na sua pasta Windows AppData;;設定檔案儲存在 Users AppData 資料夾;O perfil é gravado no teu cartafol de Windows AppData;Profil zostanie zapisany w folderze AppData;Профиль сохраняется в папке Windows AppData
word_oops;Oops...;哎哟喂...;Jejda…;Upps...;;OOPAA...;;糟糕...;Ups…;Ojoj...;Упс...
error_report_unexpected_error_occurred;Unexpected error occurred. Error info is shown below:;程序发生了一些未知错误，详细信息如下：;Došlo k neočekávané chybě. Informace o chybě viz níže:;Unerwarteter Fehler ist aufgetreten. Die Fehlerinformation wird unten angezeigt:;Une erreur inattendue s'est produite. Les informations sur l'erreur sont affichées ci-dessous :;Ocorreu um erro inesperado. As informações do erro são mostradas abaixo:;;應用程式發生了一些未知的問題，以下是詳細資訊：;Ocorreu un erro inesperado. Móstrase máis información abaixo;Wystąpił nieoczekiwany błąd. Opis błędu poniżej:;Произошла непредвиденная ошибка. Информация об ошибке показана ниже:
error_report_to_clipboard;Copy to clipboard;保存到剪贴板;Zkopírovat do schránky;In die Zwischenablage kopieren;Copier dans le presse-papier;Copiar para área de transferência;;複製到剪貼簿;Copiar ao portapapeis;Kopiuj do schowka;Скопировать в буфер обмена
error_report_please_help_us_improve;Please help us improve 1Remote by reporting this error.;请通过反馈这个错误来帮助我们改进 1Remote。;Prosíme pomozte nám 1Remote vylepšit nahlášením této chyby.;Bitte helfen Sie uns, 1Remote zu verbessern, indem Sie diesen Fehler melden.;Veuillez nous aider à améliorer 1Remote en signalant cette erreur.;Ajude-nos a melhorar o 1Remote relatando este erro.;;請反映這些問題來協助我們改善 1Remote。;Por favor, axúdanos a mellorar 1Remote informando deste erro;Pomoż rozwijać 1Remote poprzez zgłoszenie tego błędu.;Пожалуйста, помогите нам улучшить 1Remote, сообщив об этой ошибке.
error_report_how_help_us_improve;Simply copy the error message and choose a way to report it.;只需要复制错误信息，下列任意方式都可进行错误反馈！（QQ群也行:168542318）;Stačí jen zkopírovat tuto chybovou hlášku a zvolit způsob jejíh nahlášení.;Kopieren Sie einfach die Fehlermeldung und wählen Sie eine der Möglichkeiten, diese zu melden.;Copiez simplement le message d'erreur et choisissez l'une des façons de le signaler.;Basta copiar a mensagem de erro e escolher uma forma de relatar.;;只需要複製錯誤訊息，並透過下列任意方式反映這個問題！;Simplemente copia a mensaxe do error e excolle unha forma para informar.;Po prostu skopiuj ten błąd, i wybierz sposób wysłania.;Просто скопируйте сообщение об ошибке и выберите способ сообщить о нем.
error_report_send_by_email;Send by e-mail;通过邮件;Poslat e-mailem e-mail;Per E-Mail senden;Envoyé par email;Enviar por email;;透過電子郵件;Enviar por e-enderezo;Wyślij mailem;Послать по электронной почте
error_report_send_by_github;Send by GitHub;通过GitHub;Poslat prostřednictvím portálu GitHub;Senden über Github;Envoyer par GitHub;Enviar pelo GitHub;;透過 GitHub;Enviar por GitHub;Wyślij przez GitHub'a;Отправить через GitHub
logo_selector_open_file_dialog_title;select a picture;选择图片;vyberte obrázek;Bild auswählen;sélectionner une image;selecione uma imagem;;選擇圖片;escoller unha imaxe;Wybierz zdjęcie;выберите картинку
Default;Default;默认;Výchozí;Standard;Défaut;Predefinição;;預設;Por defecto;Domyślne;По умолчанию
Exe path;Exe path;Exe 路径;Popis umístění spustitelného souboru;Exe-Pfad;;Caminho .exe;;Exe 檔案路徑;Ruta Exe;Ścieżka exe;Путь к Exe
Cmd parameter;CMD parameter;命令行参数;parametry pro příkaz;CMD-Parameter;CMD paramètre;Parâmetro CMD;;命令列參數;Parámetro CMD;parametry konsoli;Параметр командной строки
New runner name;New runner name;新增 runner 名;Název pro nový spouštěč;Neuer Runner Name;New runner name;Novo nome do agente;;新增執行器名稱;Nome do novo executable;Nazwa nowego programu uruchamiającego;Название нового триггера
Can not be empty!;Can not be empty!;不能为空！;Je třeba vyplnit!;Darf nicht leer bleiben!;;Não pode estar vazio!;;不能為空值！;Non pode estar baleiro!;Nie może być pusty ciąg!;Не может быть пустым!
Hosting;Hosting;集成;Hostování;Hosting;Hosting;Hospedar;;嵌入;Hospedaxe;Hosting;Размещение
Hosting this exe in 1Remote tab view?;Hosting this exe in 1Remote tab windowView?;将该 exe 集成到 1Remote 的 tab 视图中?;Hostovat tento spustitelný soubor v 1Remote panelu windowView?;Diese Exe in 1Remote-Tab-Fensteransicht hosten?;;Hospedar este .exe na guia do 1Remote?;;;;Hostować ten plik exe w 1Remote?;Разместить этот exe-файл на вкладке 1Remote windowView?
Caution: some exe can not be hosted in 1Remote.;Caution: some exe can not be hosted by 1Remote, please test by your self.;警告: 某些应用程序无法被集成到 1Remote 中，请自行测试。;Upozornění: hostování některých spustitelných souborů pomocí 1Remote nefunguje – je třeba si vyzkoušet.;Achtung: Einige Dateien können nicht von 1Remote gehosted werden, bitte selbst testen.;;Atenção: alguns .exe não podem ser hospedados pelo 1Remote, por favor teste por conta própria.;;;;Uwaga: niektóre pliki exe nie mogą zostać hostowane, proszę przetestuj sam.;Внимание: некоторые exe-файлы не могут быть размещены на 1Remote, пожалуйста, проверьте файл сами.
Show environment variables;Show environment variables;显示环境变量;Zobrazit proměnné prostředí;Umgebungsvariablen anzeigen;;Mostrar variáveis de ambiente;;顯示環境變數;Mostrar variables do entorno;Pokaż zmienne środowiskowe;Показать переменные среды
Add environment variables;Add environment variables;添加环境变量;Přidat proměnné prostředí;Fügen Sie Umgebungsvariablen hinzu;;Adicionar variáveis de ambiente;;新增環境變數;Engadir variables de entorno;Dodaj zmienne środowiskowe;Добавьте переменные среды
write permissions alert;"We don't have write permissions for the `{0}` directory!
Please try:
1. run as administrator
2. change directory or file permissions 
3. move 1Remote to another folder";"我们没有路径 `{0}` 的写入权限！
请尝试用以下方法修复问题：
1. 使用管理员权限运行程序
2. 修改路径的权限设置 
3. 将 1Remote 移动到其他目录";"
Chybí oprávnění pro zápis do složky „{0}“!
Vyzkoušejte:
1. spustit coby správce
2. upravit práva na souboru a/nebo složce
3. přesunout 1Remote do jiné složky";"Keine Schreibberechtigung für das Verzeichnis `{0}`!
Versuchen Sie:
1. Als Administrator auszuführen
2. Verzeichnis oder Berechtigungen zu ändern
3. 1Remote in ein anderes Verzeichnis zu verschieben";;"Não temos permissões de gravação para o diretório `{0}`!
Por favor, tente:
1. `Executar como administrador`
2. Alterar as permissões de diretório/arquivo 
3. Mover o 1Remote para outra pasta";;"我們沒有對 `{0}` 的存取權限！
請嘗試使用以下方式來解決此問題：
1. 使用系統管理員身分執行
2. 修改該目錄的權限設定
3. 將 1Remote 移動到其他位置";"Non temos permisos de escritura para o cartafol '{0}' ! Por favor, intenta:
1.executar coma administrador
2. cambiar os permisos do cartafol ou do arquivo";"Brak uprawnień do folderu `{0}`! 
Spróbuj tych czynności: 
1. uruchom jako administrator 
2. zmień uprawnienia folderu lub zmień folder 
3. przenieś 1Remote do innego folderu";"У нас нет прав на запись в каталог `{0}`!
Пожалуйста попробуйте:
1. запустить от имени администратора
2. изменить права доступа к каталогу или файлу
3. переместите 1Remote в другую папку"
Follow system;Follow system(Supported server: Windows Server 2012 R2 and above);跟随系统(服务器要求Windows Server 2012 R2及以上);Stejně jako v systému (podporovaný server: Windows Server 2012 R2 a novější);Systemvorgaben nutzen(Unterstützter Server: Windows Server 2012 R2 und höher);Suivre le système(Serveur pris en charge: Windows Server 2012 R2 et supérieur);Seguir o sistema (Servidor Compatível com Windows Server 2012 R2 e superior);;與系統相同 (Windows Server 2012 R2 及以上的伺服器);Seguir sistema (servidor soportado: Windows Server 2012 R2 e superior);Śledź system (Wspierana wersja: Windows Server 2012 R2 i wyżej);Как системе (поддерживается Windows Server 2012 R2 и выше)
tag_tooltips;click : set this tag as filter{0}Ctrl + click : add this tag to the include list {0}Alt + click : add this tag to the exclude list;鼠标左键: 筛选出该标签{0}Ctrl + 鼠标左键 : 将该标签添加到筛选列表 {0}Alt + 鼠标左键 : 将该标签添加到排除列表;Kliknutí levým tlačítkem: nastavit tento štítek jako filter{0}Ctrl + kliknutí levým tlačítkem: přidat tento štítek do seznamu zahrnutých {0}Alt + kliknutí levým tlačítkem: přidat tento štítek do seznamu vynechaných;Klick : Setzt den Tag {0} als Filter STRG + Klick : Fügt {0} zur Liste hinzu ALT + Klick : Fügt {0} zur Auschlussliste hinzu;;Clique com o botão esquerdo : defina esta tag como filtro{0}Ctrl + clique com o botão esquerdo : adicione esta tag à lista de inclusão {0}Alt + clique com o botão esquerdo : adicione esta tag à lista de exclusão;;滑鼠左鍵：過濾出該標籤{0}Ctrl + 滑鼠左鍵：將該標籤加入至過濾清單 {0}Alt + 滑鼠左鍵：將該標籤加入到排除清單;Clic esquerdo : pon esta etiqueta coma filtro{0}Ctrl + Clic esquerdo : engadir esta etiqueta a lista incluída {0}Alt + Clic esquerdo :  engadir esta etiqueta a lista de excluídos;LPM : ustaw ten tag jako filtr{0}CTRL + LPM : dodaj ten tag do listy filtrów {0} ALT + LPM : usuń ten tag z listy filtrów;щелчок : установить этот тег в качестве фильтра{0}Ctrl + щелчок : добавить этот тег в список включения {0}Alt + щелчок : добавить этот тег в список исключений
Are you sure you want to close the connection?;Are you sure you want to close the connection?;确定要关闭连接么？;Opravdu chcete spojení zavřít?;Möchten Sie die Verbindung wirklich beenden?;Voulez-vous vraiment fermer la connexion?;Tem certeza de que deseja encerrar a conexão?;;確定要關閉連線嗎？;Estás seguro de que queres pechar a conexión?;Czy na pewno zamknąć połączenie?;Вы уверены, что хотите закрыть соединение?
Hi there,;Hi there,;你好呀！;Zdravím,;Hallo,;;E ai,;;您好！;Olá,;Cześć,;Всем привет,
I hope that you find this app useful. If you would like to support my work, you can buy me a coffee or give a nice review. Thanks!;I hope that you find this app useful. If you would like to support my work, you can buy me a coffee or give a nice review. Thanks!;希望你觉得这个 APP 还有点用处。如果你想支持我的工作，可以给我买杯咖啡或给我一个好评，如果有任何改进建议欢迎通过 Github 反馈（QQ群也行:168542318）。谢啦！;Doufám, že vám tato aplikace bude užitečná. Pokud chcete mou práci podpořit, můžete mi koupit kafe nebo napsat pozitivní recenzi. Díky!;Ich hoffe, Sie finden diese App nützlich. Wenn Sie meine Arbeit unterstützen möchten, können Sie mir gerne einen Kaffee spendieren oder eine nette Bewertung abgeben. Danke!;;Espero que ache este APP útil! Se quiser apoiar meu trabalho pode me pagar um cerveja ou me dar um elogio, obrigado!;;希望這個應用程式有幫助到您，如果想要支持我的專案，可以幫我買杯咖啡或給我一些評等，若有任何建議也歡迎您透過 GitHub 反映，謝謝您！;Espero que atopes útil esta aplicación. Se queres apoiar o meu traballo, podes invitarme a un café ou deixarme unha boa reseña. Grazas!;Mam nadzieję, że ta aplikacja jest przydatna. Jeśli chcesz wesprzeć moją pracę, możesz kupić mi kawę albo zostawić miłą recenzję. Dzięki!;Я надеюсь, что вы найдете это приложение полезным. Если вы хотите поддержать мою работу, вы можете купить мне кофе или оставить хороший отзыв. Спасибо!
Give suggestions;Give suggestions;提点意见;Podělit se o nápady;Vorschläge machen;;Me dê sugestões;;給予建議;Dar suxerencias;Dodaj sugestie;Высказать предложения
Buy a coffee;Buy a coffee;买杯咖啡;Koupit kafe;Kaffee spendieren;;Me pague uma cerveja;;買杯咖啡;Invitar a un café;Kup kawę;Купить кофе
Give nice review;Give nice review;给个好评;Napsat kladnou recenzi;Bewertung abgeben;;Me dê um elogio;;給個好評;Deixar unha boa reseña;Zostaw miłą recenzję;Напишите хороший отзыв
Do not show this again in current version;Do not show this again in current version;当前版本不再显示;Ve stávající verzi znovu nezobrazovat;In der aktuellen Version nicht mehr anzeigen;;Não mostrar isso novamente na versão atual;;不要在此版本再次顯示;Non mostrar isto de novo na versión actual;Nie pokazuj tego okna w aktualnej wersji;Не показывать это снова в текущей версии
User profile;User profile;用户配置;Profil uživatele;Benutzerprofil;Profil de l'utilisateur;Perfil de usuário;;使用者設定;Perfil de usuario;Ustawienia użytkownika;Профиль пользователя
Selected runner;Selected runner;指定Runner;Vybraný spouštěč;Ausgewählter Runner;;;;選擇的執行器;Executable elexido;Wybrany program uruchamiający;Выбранный триггер
Login with password;Login with password;通过密码登录;Přihlásit se heslem;Mit Passwort anmelden;;;;透過密碼登入;Iniciar sesión con chave de paso;Zaloguj za pomocą hasła;Войти с паролем
Login with ssh private key;Login with ssh private key;通过私钥登录;Přihlásit se pomocí soukromého ssh klíče;Mit privaten SSH-Schlüssel anmelden;;;;透過私密金鑰登入;Iniciar sesión con chave privada ssh;Zaloguj za pomocą klucz prywantego SSH;Войти с закрытым ключом ssh
Supports the Putty-key only;Supports the Putty-key only;仅支持 putty key;Podporuje pouze Putty-klíč;Unterstützt nur den Putty-Key;;;;僅支援 putty 金鑰;Só soporta a chave de Putty;Wspiera tylko klucze Putty;Поддерживается только ключ Putty
Supports the OpenSSH format key only with the internal SFTP client.;Supports the OpenSSH format key only with the internal SFTP client.;内置客户端仅支持 OpenSSH 格式私钥;Vestavěný SFTP klient podporuje klíče v OpenSSH formátu.;Unterstützt das OpenSSH-Schlüsselformat nur für den internen SFTP-Client.;;;;SFTP 內建客戶端只能支援 OpenSSH 格式的金鑰;Soporta o formato da chave de OpenSSH só co cliente SFTP interno;Wspiera tylko format klucz OpenSSH z wewnętrznym klientem SFTP.;Поддерживается ключ формата OpenSSH, только с внутренним SFTP-клиентом.
Supports the OpenSSH format key and Putty-key with WinSCP.;Supports the OpenSSH format key and Putty-key with WinSCP.;WinSCP 可支持 Putty 和 OpenSSH 两种格式私钥;Podporuje klíč v OpenSSH formátu a Putty-klíč s WinSCP.;Unterstützt das OpenSSH-Schlüsselformat und den Putty-Schlüssel mit WinSCP.;;;;WinSCP 可以支援 Putty 和 OpenSSH 兩種格式的金鑰;Soporta o formato da chave de OpenSSH e da chave de Putty con WinSCP;Wspiera format klucza OpenSSH i klucza Putty z WinSCP.;Поддерживает ключ формата OpenSSH и ключ Putty с WinSCP.
Environment variables;Environment variables;环境变量;Proměnné prostředí;Umgebungsvariablen;;Variáveis de ambiente;;環境變數;Variables do entorno;Zmienne środowiskowe;Переменные среды
Before runner start the environment variables will be set;Befor runner start the environment variables will be set;环境变量将在启动前写入Runner;Před startem spouštěče budou nastaveny proměnné prostředí;Vor Start des Runners werden die Umgebungsvariablen gesetzt;;;;環境變數會在執行器啟動前設定;Antes do inicio do corredor estableceranse as variables de entorno;Przed startem programu uruchamiającego, zostaną ustawione zmienne środowiskowe.;Перед запуском триггера будут установлены переменные среды.
Data Source name;Data Source name;数据源名称;Data Source name;Name der Datenquelle;Data Source name;Please select a Data Source;;;;Nazwa źródła danych;Имя источника данных
Please select a Data Source;Please select a Data Source;请选择一个数据源;Please select a Data Source;Bitte Datenquelle wählen;Please select a Data Source;Please select a Data Source;;;;Wybierz źródło danych;Пожалуйста, выберите источник данных
Test connection;Test connection;测试连接;Test connection;Verbindung testen;Test connection;;;;;Sprawdź połączenie;Проверить подключение
Show XXX button;Show `{0}` button;显示 `{0}` 按钮;Show `{0}` button;Zeige `{0}` Button;Show `{0}` button;Show `{0}` button;Show `{0}` button;顯示 `{0}` 按鈕;Mostrar botón '{0}';Pokaż przycisk `{0}`;Показать кнопку `{0}`
Show recently used here;Show recently used here;在此显示最近使用的会话;;Zuletzt verwendete hier anzeigen;;;;在此顯示最近的工作階段;Mostrar aquí os usados recentemente;Pokaż ostatnio używane;Показать недавно использованные
Hide recently used;Hide recently used;隐藏最近使用的会话;;Zuletzt verwendete ausblenden;;;;隱藏最近的工作階段;Agochar os usados recentemente;Ukryj ostatnio używane;Скрыть недавно использованные
Leave blank to inherit the default value;Leave blank to inherit the default value;留空以继承默认值;;Feld leer lassen, um den Standardwert zu übernehmen;;;;;;Zostaw puste żeby odziedziczyć wartość domyślną;Оставьте поле пустым, чтобы наследовать значение по умолчанию.
Alternative;Alternative;备选;;Alternative;;;;;;Alternatywnie;Альтернатива
with alternative;with alternative;使用备选凭证;;mit Alternative;;;;;;Z alternatywą;с альтернативой
Automatic address switching;Automatic address switching;自动切换地址;;Automatischer Adresswechsel;;;;自動切換位址;;Z automatyczną zamianą adresu;Автоматическое переключение адреса
Availability detection;Availability detection;地址可用性检测;;Verfügbarkeitserkennung;;;;位址可用檢測;;Wykrywanie dostępności;Обнаружение доступности
Check if address is available before connect;Check if address is available before connect;连接前检测地址是否可用;;Verfügbarkeit der Adresse vor Verbindungsaufbau prüfen;;;;;;Sprawdź czy adres jest dostępny przed połączeniem;Перед подключением проверить, доступен ли адрес
When the default host or port is unavailable the alternate addresses will be tried in sequence;When the default host or port is unavailable the alternate addresses will be tried in sequence;当默认的地址不可用时，将自动依次尝试备选地址;;Wenn der Standardhost oder -port nicht verfügbar ist, werden die alternativen Adressen nacheinander genutzt;;;;;;Kiedy domyślny adres lub port jest niedostęny, zostaną użyte alternatywne adresy w podanej kolejności;Если хост или порт по умолчанию недоступен, будут последовательно проверены альтернативные адреса.
support multi-address multi-account;support multi-address multi-account;支持多地址、多账号;support multi-address multi-account;Multi-Address-, Multi-Account-Unterstützung;support multi-address multi-account;support multi-address multi-account;support multi-address multi-account;;;Wspieranie kilku adresów - kilku kont;поддержка нескольких адресов и нескольких учетных записей
We are not able to connect to xxx;We are not able to connect to `{0}`!;无法连接到`{0}`!;We are not able to connect to `{0}`!;Keine Verbindung zu `{0}` möglich!;We are not able to connect to `{0}`!;We are not able to connect to `{0}`!;We are not able to connect to `{0}`!;;;Połączenie nie powiodło się z `{0}`!;Невозможно подключиться к `{0}`!
XXX is already existed!;`{0}` is already existed!;`{0}`已经存在！;`{0}` is already existed!;`{0}` bereits vorhanden!;`{0}` is already existed!;`{0}` is already existed!;`{0}` is already existed!;;;`{0}` już istnieje!;`{0}` уже существует!
XXX is not existed!;`{0}` is not existed!;`{0}` 不存在！;`{0}` is not existed!;`{0}` nicht vorhanden!;`{0}` is not existed!;`{0}` is not existed!;`{0}` is not existed!;;;`{0}` nie istnieje!;`{0}` не существует!
Show credentials info;Show credentials info;显示账号信息;;Anmeldeinformationen anzeigen;;;;顯示賬號信息;;Pokaż uwierzytelnienia;Показать учетные данные
Sorting;Sorting;排序;;Sortierung;;;;排序;;Sortowanie;Сортировка
Sort by drag;Sort by drag;自定义拖拽排序;;Sortieren durch Verschieben;;;;自定義拖拽排序;;Sortuj przez przeciągnięcie;Сортировать перетаскиванием
We can not connect database:;We can not connect database:;无法连接到数据库;;Datenbankverbindung nicht möglich:;;;;無法連接到數據庫;;Nie można połączyć się z bazą:;Невозможно подключить базу данных:
We can not create tables on database:;We can not create tables on database:;无法创建数据表：;;Erstellen von Datenbanktabellen nicht möglich:;;;;無法創建數據表;;Nie można utworzyć tabel na bazie:;Невозможно создать таблицы в базе данных:
We can not insert into database:;We can not insert into database:;无法插入数据：;;Datenbank insert nicht möglich:;;;;無法插入數據;;Nie można dodać wpisów do bazy:;Невозможно вставить в базу данных:
We can not update on database:;We can not update on database:;无法更新数据：;;Datenbank update nicht möglich:;;;;無法更新數據;;Nie można zaktualizować wpisów na bazie:;Невозможно обновить базу данных:
We can not read from database:;We can not read from database:;无法读取数据：;;Lesen aus Datenbank nicht möglich:;;;;無法讀取數據;;Nie można odczytać z bazy:;Невозможно прочитать из базы данных:
We can not select from database:;We can not select from database:;无法查询数据：;;Auswahl aus Datenbank nicht möglich:;;;;無法查詢數據;;Nie można pobrać z bazy:;Невозможно сделать выборку из базы данных:
We can not delete from database:;We can not delete from database:;无法删除数据：;;Löschen aus Datenbank nicht möglich:;;;;無法刪除數據;;Nie można usunąć z bazy:;Невозможно удалить из базы данных:
because:;because:;原因是:;;weil:;;;;原因是;;ponieważ:;потому что:
Pause;Pause;暂停;;Pause;;;;暫停;;Pauza;Пауза
Updating;Updating;正在更新;;Aktualisiere;;;;正在更新;;Aktualizowanie;Обновление
Reconnecting;Reconnecting;正在重连;;Wiederverbinden;;;;正在重連;;Łączenie ponowne;Повторное подключение
Next update check;Next update check;下次更新检查;;Nächste Update-Prüfung;;;;下次更新檢查;;Następne sprawdzenie aktualizacji;Следующая проверка обновлений
Next auto reconnect;Next auto reconnect;下次自动重连;;Nächste automatische Wiederverbindung;;;;下次自動重連;;Następne ponowne łączenie;Следующее автоматическое переподключение
Pin;Pin;固定;;Anheften;;;;固定;;Przypinij;Прикрепить
Unpin;Unpin;取消固定;;Loslösen;;;;撤銷固定;;Odepnij;Открепить
This is your list of tags. Right click for a context menu to pin them on header.;This is your list of tags. Right click for a context menu to pin them on header.;;;Dies ist Ihre Tag-Liste. Rechsklicken um ein Kontextmenü aufzurufen, mit dem Sie sie in der Kopfzeile anheften können.;;;;;;To jest Twoja lista tagów. Kliknij prawym dla menu kontektowego aby je przypiąć do nagłówka.;Это ваш список тегов. Щелкните правой кнопкой мыши, чтобы открыть контекстное меню, чтобы закрепить их в заголовке.
Create desktop shortcut;Create desktop shortcut;创建桌面快捷方式;;Desktopverknüpfung erstellen;;;;;;Utwórz skrót na pulpicie;Создать ярлык на рабочем столе
Success;Success;成功;;Erfolgreich;;;;成功;;;Успешно
Failed;Failed;失败;;Fehlgeschlagen;;;;失敗;;;Неуспешно
Please complete the windows credentials verification;Please complete the windows credentials verification;请完成Windows凭据验证;;Schließen Sie bitte die Verifizierung der Windows-Anmeldedaten ab;;;;;;;Пожалуйста, завершите проверку учетных данных Windows.
Enter your credentials;Enter your credentials;输入凭据;;Geben Sie Ihre Anmeldedaten ein;;;;;;;Введите свои учетные данные
Before proceeding with sensitive operations, we need to make sure it is you.;Before proceeding with sensitive operations, we need to make sure it is you.;在进行敏感操作之前，我们需要确认是您本人。;;Vor kritschen Eingriffen, müssen wir sicherstellen, dass Sie es sind.;;;;;;;Прежде чем приступить к конфиденциальным операциям, нам необходимо убедиться, что это именно вы.
Verification failed. Please try again.;Verification failed. Please try again.;验证失败，请重试。;;Verifizierung fehlgeschlagen. Bitte versuche es erneut.;;;;;;;Проверка не удалась. Пожалуйста, попробуйте еще раз.
Security;Security;安全设置;Security;Sicherheit;;;;;;;Безопасность
Windows credentials verification is required to view passwords;Windows credentials verification is required to view passwords;查看密码前要求验证Windows凭据;;Zum Anzeigen von Passwörtern ist eine Überprüfung der Windows-Anmeldeinformationen erforderlich;;;;;;;Для просмотра паролей требуется проверка учетных данных Windows.
Not existed;Not existed;不存在;Not existed;Nicht verfügbar;Not existed;Not existed;Not existed;Not existed;Not existed;Not existed;Не существовало
Not a number;Not a number;不是数值;;Keine Zahl;;;;;;;Не число
Optional;Optional;可选的;;optional;;;;;;;Необязательный
Nullable;Nullable;可为空;;NULL-Werttyp;;;;;;;Обнуляемый
Selections;Selections;备选项;;Auswahl;;;;;;;Выбор
Const value;Const value;固定值;;Konstante;;;;;;;Константное значение
Description;Description;;;Beschreibung;;;;;;;Описание
Prefix;Prefix;前缀;;Präfix;;;;;;;Префикс
append blank after prefix;append blank after prefix;在前缀后添加空格;;Leerzeichen dem Präfix anhängen;;;;;;;добавить пробел после префикса
append blank after value;append blank after value;在值后添加空格;;Leerzeichen dem Wert anhängen;;;;;;;добавить пробел после значения
Do you want to replace the current parameter list with preset value?;Do you want to replace the current parameter list with preset value?;是否将当前参数列表替换为预设值？;;Möchten Sie die aktuelle Parameterliste durch einen voreingestellten Wert ersetzen?;;;;;;;Хотите заменить текущий список параметров заданным значением?
One option per line;One option per line;一行一个备选项;;Eine Option pro Zeile;;;;;;;Один вариант в строке
Use vertical lines to separate descriptions;Use vertical lines to separate descriptions(value|description);用竖线隔开值和描述(值|描述);;Verwenden Sie einen senkrechten Strich (Pipe), um Beschreibungen zu trennen (Wert|Beschreibung).;;;;;;;Используйте вертикальные линии для разделения описаний (значение|описание)
Automatically focus on the content when selecting a tab;Automatically focus on the content when selecting a tab;选择 tab 后自动聚焦内容;;Automatisch Focus auf den Inhalten setzten, wenn ein Tab ausgwählt wird;;;;;;;Автоматически фокусироваться на содержимом при выборе вкладки
Copy the port along with the address when copying;Copy the port along with the address when copying;复制地址时同时复制端口;;Beim Kopieren Adresse mit Port verwenden;;;;;;;Копировать порт вместе с адресом при копировании
